"","Control_3","Control_4","Control_7","Control_9","Control_13","FCDI_1","FCDI_2","FCDI_3","FCDI_4","FCDI_5","FCDII_1","FCDII_2","FCDII_3","FCDII_4","FCDII_5","FCDII_6","FCDII_12","FCDII_14","FCDII_15","FCDII_16","FCDII_17","FCDII_18","FCDIII_2","FCDIII_4","FCDIII_5","HME_1","HME_2","HME_3","HME_11","HME_12","HME_13","HME_14","TSC_1","TSC_2","TSC_5"
"HAGHL",48634.7,42748.4,36753.7,51426.7,NA,26225.3,44876.3,NA,25418.1,NA,49958.6,58241,32958.2,28412,54601.2,25678.8,NA,36658,28525.8,28469.5,NA,NA,22846.1,23162.3,47208.2,NA,NA,31748.6,29267.6,NA,35792,34713.5,40836.4,40294,32230.1
"HAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAPLN1",4897490,1960250,3315420,2671680,1703930,3016770,5350880,3133050,2870570,2442070,3410100,3143910,855696,3402040,1535890,3258610,2323360,2818500,2364450,2381550,3265180,889572,2604500,2289790,1338740,2236910,4861430,3085960,3541020,6118410,1630010,3014190,1993080,574620,1666750
"HAPLN2",917120,6747680,4557880,4768580,758527,1273500,667413,2380520,182188,221457,2887780,2806100,3372340,93680.8,3021110,129214,485123,7346890,993445,1956990,1002080,1175920,2612330,775569,2260740,5535670,345399,NA,252250,127084,NA,98667,5121330,171574,206423
"HAPLN3",NA,NA,NA,NA,NA,NA,21721,22318.2,29091.4,37250,NA,NA,NA,70901.4,26601.2,30502.8,NA,NA,38737.1,29827.1,26328.5,NA,NA,NA,NA,NA,53000.6,38982.6,73168.8,95178.4,49588,72441.1,30023.6,29227.2,26290.3
"HAPLN4",299111,289761,624678,416309,123983,298506,145520,137099,111003,220716,581847,105807,217131,98249.5,NA,85303.5,119066,NA,119117,142825,127749,135541,132082,267003,118624,NA,364556,91541.8,59135,NA,74165.1,120895,102563,61950,92703.5
"HARS1",389786,498459,572645,758567,450527,570450,664674,605806,616303,692267,685253,645204,576621,653304,762266,632310,597549,637698,590774,602636,706338,775625,536547,775291,593334,850846,696038,381766,980660,662389,519223,738956,639247,687594,560315
"HARS2",58204.3,135513,98425.9,126454,131663,94132.8,144495,101560,132850,128571,135754,108282,104549,124613,52647.8,141815,186944,76515.6,151825,102013,146364,181124,149440,133339,120710,70111.3,146467,113463,99779.2,153268,132581,125596,86391.9,130071,101817
"HAS1",2417500,NA,2141470,NA,1715450,NA,1762670,2251620,2434730,NA,2058640,2120070,2591680,NA,2195770,2093430,2797230,NA,2489340,2530130,2671790,1854830,1864240,NA,2904450,3772190,2782210,NA,2463640,NA,2285770,2206090,2397810,2429190,1658220
"HAT1",NA,NA,13940,NA,NA,9675.05,18453.6,16894.7,13608.6,NA,25668.2,NA,27388.9,9993.56,30303.3,NA,NA,26267.5,NA,22545.2,NA,17026.7,NA,NA,NA,NA,13442.3,NA,27025.1,15834.5,NA,15953.5,40091.5,NA,NA
"HAX1",148086,154185,110074,173491,145451,109403,140361,76935.6,124535,119613,133368,119637,116953,103414,45694.8,132080,158065,44103.6,132249,80571.7,130197,86738.6,137228,164096,106562,50491.4,64722.2,147614,62792.9,93043.8,133434,109161,44209,86501.5,102835
"HBA1",12470700,9056370,222930000,169850000,15468500,80569700,132902000,99769000,284241000,118470000,292070000,38305600,35549700,326035000,49723500,172370000,286700000,58508900,49486300,51705900,104979000,57334000,196923000,947112000,64361100,100226000,79526400,56640100,202229000,353965000,33697500,96229000,39377700,351149000,24937200
"HBB",65106300,16659900,242112000,129503000,89641200,56554300,81107200,65890900,180189000,81240000,199050000,36454100,166706000,274030000,45226700,127804000,171303000,65232600,35109200,67793100,52823300,29900500,207506000,751246000,144227000,160647000,66406000,151811000,117888000,229808000,131813000,71482500,67014200,438498000,18803600
"HBD",755888,425872,4326430,6817220,1544130,2200470,4848360,2433070,7881310,4804340,3772920,1164430,2359800,9611000,1863970,4538660,9124130,2188120,1325800,1579310,2813790,1770110,6398910,40130800,3342130,5608530,3548480,2587720,5996620,9432940,2290780,3465190,2013250,10153400,886357
"HBG1",585570,285362,448700,750202,2348880,505477,1631100,345329,1307570,2471400,4855640,197802,559915,45546100,303877,20154000,2264570,727608,488227,220292,3679600,280056,1608790,5793740,1202800,1425900,1703430,60582000,20112700,85479800,17619800,2503280,710293,15776900,353991
"HBG2",NA,214941,NA,137608,196594,417434,1115410,62354,511742,488978,4932330,18529.7,68993.2,39648200,44446.8,15769300,566838,NA,52063.7,NA,687097,NA,1424940,1378670,207185,NA,395193,63419600,21617700,72316900,6096610,1637190,45255.2,13511500,39471.5
"HBQ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3178.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,12498.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HBS1L",147455,178349,183068,142643,181257,168969,172690,145790,199874,188070,159654,162794,189481,168965,210163,149055,191250,182736,185225,156657,193621,210441,181183,116301,154132,93990.5,121412,157763,157125,199532,204905,142693,188710,132017,146290
"HBZ",1832980,805957,26791200,38819300,3028000,14871800,26817100,12437500,39627200,22731600,NA,7093790,2573530,69455600,7322900,36411700,51562100,10487500,6180000,6813660,20768800,6484680,46440500,178281000,10514300,23635000,28412000,NA,35380700,72873700,5734800,20490700,5704280,75481600,4876910
"HCCS",43415.4,23140.5,56730.9,90096.8,32784.3,73794.8,87625.5,43720.3,68403.5,45491.2,73762.4,75755.6,15279.7,81508.8,22804.1,61188.7,62954.4,31104.9,71279.8,36227,43457.4,49445.3,64618.3,76105.4,35000.6,31432.1,76429.6,NA,83582.5,64597.3,37354.8,62322.6,28989.9,47005.2,42212.1
"HCFC1",97168,118521,90992.6,93300.7,85122.2,96923,99903.6,95852.8,82666.3,102008,98467.3,106097,131672,107889,118711,90499.5,80163.4,113686,88497.9,93901.5,84976.6,96258.2,89999.7,69337,103061,111610,107266,117349,91380.6,94237.7,88447.4,81874.4,115916,104056,85689
"HCK",NA,15896.6,NA,NA,27309,15505.6,NA,19425.7,NA,NA,29579.3,NA,16570.8,NA,NA,NA,NA,NA,NA,15182.9,NA,28182.2,9283.27,NA,18991.6,NA,13129.6,NA,NA,10972.4,10147.4,NA,NA,NA,NA
"HCLS1",217052,206856,77463.9,108800,141206,107538,93054.8,134150,96081.6,70230.5,127388,117064,206355,61359.8,137158,97429.7,65040.2,117322,105970,145328,57635,162543,71279.3,91179,116190,100096,116689,81336.1,131168,69010.6,75712.7,NA,98841.5,170766,66439.7
"HCN1",158065,100303,121820,113585,129284,132096,107988,122931,104293,101965,130107,102612,106477,96954,53792.8,95097.6,134565,85092.3,127706,101959,125651,63239.2,116236,83999.4,64101.2,73121.5,112385,82324,65618.8,95194.3,102644,92290.7,82178.2,46645.7,100436
"HCN2",190349,105891,115690,120092,108917,94762.9,98386.7,101780,108590,79429.4,152383,113244,111640,71285.7,62406.5,63796.8,129369,82353.1,103472,95899.5,90075.4,71691.5,100152,63150.1,52485.2,78334.4,148222,84239.9,92047.4,118715,107616,51101.7,90117.1,70470.9,76569.4
"HCN3",NA,NA,NA,4773.74,NA,4982.72,6717.97,5877.33,9094.29,NA,5075.91,2920.93,3121.88,7181.38,NA,5236.94,NA,NA,7598.25,5842.43,NA,NA,5804.2,NA,NA,NA,8260.45,8285.07,NA,7297.24,8162.27,NA,NA,2190.99,4582.81
"HCN4",4260.9,NA,4078.57,NA,NA,NA,6818,5083.97,NA,NA,NA,NA,NA,6262.34,NA,4344.03,NA,NA,6662.21,NA,7002.63,NA,4034.72,NA,NA,NA,8102.43,4132.6,4221.09,8747.2,6950.47,NA,NA,3697.77,2559.93
"HDAC1",NA,NA,NA,NA,NA,NA,NA,27094.9,NA,NA,NA,12538.1,28671.7,14502.9,32744.2,18837.4,NA,NA,22515.4,22517.5,NA,43366.4,19244.4,NA,21917.3,NA,NA,12042.2,NA,NA,NA,22122.6,NA,18102.9,19197.1
"HDAC11",178956,1042300,327095,571079,151411,221356,125786,453526,113978,144418,397676,544360,494504,106794,1052820,106820,134858,1112280,340254,498245,122325,277076,392530,132237,549364,748273,118394,75827.3,298828,84702.2,64251.1,101679,1148930,208726,204127
"HDAC2",365965,465104,567152,380222,546953,598687,497032,702057,606495,788719,386043,445642,901184,854148,900382,616269,574244,902614,557824,736647,561218,701662,616410,451599,728459,442527,446455,761268,409672,673773,680743,946398,848536,498488,728580
"HDAC3",NA,NA,NA,NA,NA,16720.8,NA,15633.2,NA,NA,NA,NA,NA,23233.8,NA,NA,NA,NA,15185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19292.1,17941.5,NA,NA,NA,11594.4
"HDAC4",28760.6,44107,31106.4,37089.3,26703,32824.1,40866.7,34793.7,51511.1,55694.4,37941.9,37459.7,24715.5,56060.4,30108.6,45968.5,27649.6,29858.9,40997.5,28991.6,36762.2,30583.5,42982.1,36282.8,28760.1,22089.1,33181.4,32596.1,35635.9,78501.5,38086.6,18265.1,29580.7,31274.8,35079.6
"HDAC5",NA,20793.8,18042.2,20631.4,NA,NA,32110.2,33253.6,44407.6,26062.7,22759.6,27016.9,24332.4,50809.7,37542.9,39517.7,23103.2,NA,28797.9,21341.7,33884.4,NA,31086.6,33785.2,28542.4,NA,NA,NA,NA,21871.6,41518.4,17647.1,30770.6,12088.6,31692.1
"HDAC6",192079,265028,258953,196961,294064,312594,317322,238967,270641,409753,246147,222819,448323,403505,434978,300089,304234,381978,234962,294514,265743,349490,303681,161927,271764,181899,275477,319885,375152,432711,470419,482135,388174,509450,391458
"HDAC8",25161.6,NA,NA,NA,14617.8,17921.3,NA,21024.4,NA,NA,NA,NA,NA,NA,27211,NA,NA,NA,23992.6,11894,NA,NA,NA,NA,23890.8,NA,NA,28852.6,NA,NA,10989.3,24734.7,NA,NA,12844.8
"HDAC9",NA,NA,NA,NA,NA,5771.11,6082.73,NA,NA,NA,2983.83,NA,NA,10287,NA,2703.94,NA,NA,NA,NA,7726.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDDC2",NA,NA,45110.7,70444.8,NA,23967.3,42068.9,37304.1,59633.4,48599.5,64330.7,57439.5,27593.8,33373.6,128600,72019.7,69139.8,66875.3,39573.4,53013.4,55092.2,61927.4,103734,61870.4,167849,88482.3,35361.2,NA,72229.6,27103.1,NA,33289.1,71867.5,180211,71804.1
"HDDC3",NA,NA,NA,26063.8,NA,21330.9,16658.7,NA,NA,NA,25624.6,20493.2,NA,NA,27233.6,NA,NA,24051,12620.4,NA,NA,NA,17685.2,17286.6,27442.9,NA,13286.1,NA,25911.7,NA,NA,NA,21766.8,26196.9,14642.3
"HDGF",885490,483884,547543,900948,448134,628812,702709,634013,463222,624878,811620,737244,775245,611260,1081860,614345,452569,951659,539171,573561,529158,752388,518181,620613,900811,1128950,824949,556769,1109870,651999,353554,612418,970365,1092270,546688
"HDGFL2",331424,132356,116466,160056,157811,148571,134173,96029.2,117085,164272,119777,98196.1,112514,170132,99373.7,143836,125758,91321.6,98928,94992.8,121083,107498,140895,164090,167656,126036,150586,196269,163471,210558,181370,134934,94295.5,118146,136378
"HDGFL3",1723380,765983,608614,766286,564730,752310,577012,291029,297669,609470,503926,634806,591768,624980,377354,443878,414022,568748,239969,397818,373660,242080,444728,571346,430676,690667,327078,744522,483173,908365,581411,556418,598630,414177,359672
"HDHD2",2643170,1715590,1628170,2490430,1479440,1705880,1762780,1610350,1727830,1617860,2258690,2140550,2198690,1161760,3639970,1370610,1925730,3158980,1610740,1572650,1338490,2851130,1633760,2228860,2829910,3137870,772296,685889,3179330,1537760,897825,1297090,3112450,4167140,1951020
"HDHD3",117113,52716.3,172129,271308,71530.5,153039,178004,147394,211278,163954,236787,181352,154013,183058,232054,213624,189897,129186,202639,160702,199291,268516,311427,198528,206746,111619,116863,49164.9,162852,56575.3,103048,148549,135285,295421,189434
"HDHD5",NA,247324,248791,221403,133307,187966,188093,194826,212103,229098,218878,267600,213680,283180,279448,223990,156235,194300,257863,202077,204057,195460,161542,250678,149645,195084,210062,183103,221878,244560,195753,197184,205229,230720,210363
"HDLBP",174018,333731,282869,280453,336533,288014,283028,321590,299970,275445,233820,329595,332857,316087,402987,288336,219171,372350,339996,308955,322965,458973,246470,196400,297847,343204,298450,308745,84798.7,224597,389350,254827,383016,187612,299278
"HEATR1",589337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985381,NA,NA,NA,681297,NA,1517610,NA
"HEATR3",NA,8274.59,5997.15,NA,3677.79,6893.92,4992.26,7070.82,6064.94,4334.51,5782.91,8156.01,7545.44,7988.64,7716.98,3526.9,NA,NA,NA,5529.27,NA,5882.96,3176.84,NA,NA,NA,NA,6071.13,3524.27,5051.66,5828.25,NA,NA,5867.39,5030.75
"HEATR5A",NA,26811,28030.4,15067.9,NA,21197.7,NA,36235.5,29933.8,35824.8,22105.6,33582.7,38711.5,23996.1,168914,29009.9,NA,33921.2,31626.1,33313.2,34265.2,133089,50322.1,NA,27666.2,NA,43577.9,NA,49910.5,23623.8,NA,20363.6,40302.8,73068,53911.6
"HEATR5B",54744.5,99665.9,87415.6,77270.7,79216.7,80922.6,95222.8,99333.1,112023,99201.8,88616.9,93379.1,77214.6,98905.4,71619.3,89600.4,75826.3,63408.2,79810.9,97827.6,107657,67536.7,92341.5,54589.3,58358,53178.1,71467.5,97520.3,60709.7,76300.2,91347.8,112985,64347.7,55788.4,92361.6
"HEATR6",NA,NA,6685,5597.85,NA,7546.35,NA,NA,14999.2,7319.71,6663.4,9265.82,10208.8,7793.05,23361.8,NA,NA,10766.6,NA,NA,NA,NA,8887.74,9321.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,11573.3,10056.3
"HEBP1",2210130,5186320,1965550,2884680,1834160,1855860,1839620,1022690,1410930,1276580,2729640,2428990,2638960,1133450,4318670,1560540,1631050,3949330,1744210,987151,1288030,2564930,1764510,2226590,3132350,4556200,1168500,1580360,1644370,1479420,1037360,1140010,4071770,1875050,1454770
"HEBP2",450249,300209,42605.1,60718.2,345651,40286.4,30409.8,43619.5,73112.2,37216.4,54737.2,51295.8,375752,24624.1,385577,67459.1,101673,97553.2,70759.7,126272,NA,170790,188824,52573.6,230722,107236,40451.3,229172,57397.8,36646.5,166614,46382.1,179786,556322,115503
"HECA",NA,10828.7,12562.5,7868.49,8856.64,6721.5,13843.2,11314.1,41018.1,15689.7,7858.98,18285.3,16743.5,25858.6,31349.4,25816.3,NA,NA,8571.76,12971.7,38243.6,24129.2,23067.7,9528.62,9345.9,NA,NA,12526.9,NA,NA,NA,14523.3,NA,NA,17873.6
"HECTD1",56764.6,87645.9,76622.4,72230.4,82151.3,75021.1,77668.6,79832.5,76660.9,74631.9,66856.7,84416.4,78473.1,84303.2,63247.1,79668.9,84663.7,72345.6,81335.6,86152.1,71047.7,69522.2,70637.4,59107.5,70270.7,50877.9,64459.8,91361.8,56470.3,68438.5,110169,91361.2,77635.5,58334.9,70696.6
"HECTD3",74342.8,118708,76675.1,78927.9,82520.5,82944.9,84035.2,86041.3,77797.8,77488.4,104931,92490.4,85741.6,81689.6,84172,70852.8,71201.6,80891.9,98752.4,88638.5,70163.9,96131,75630.2,74601.9,72294.5,86747.7,65628.6,120312,108465,93378.3,107997,77972.5,88805.1,111332,68896.5
"HECTD4",84166.2,126491,129121,104800,104262,126102,120000,130440,140437,157649,97038,133803,95659.9,163648,118302,121753,111300,112379,130898,121286,142017,97069,124632,72587,114191,75948.5,127025,175979,93514.3,177785,157883,175572,114449,112938,130131
"HECW1",44559.4,43702.1,76060.4,39554,58431.1,87329.3,44303.7,89961.9,49060.1,46052.5,34728.2,42625.3,57045.3,98386,36677.2,60163.3,34351.5,41439.5,70150.5,71693.2,64961.1,NA,48739.1,64299,41276,NA,35102.2,NA,NA,55835.8,86739.7,100623,45381.1,37573.7,86597.9
"HECW2",367959,274822,628691,218446,431362,685456,323344,804481,597615,603436,238901,301505,389809,942538,319591,553446,370015,386248,583022,806994,688147,254042,456497,489571,448329,204851,303988,531313,177522,619368,894892,796068,380426,246213,755184
"HELZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEPACAM",10304100,7552290,2712980,5043010,4718870,3734480,3822820,2925680,3313670,3378770,4473330,4876700,9582030,1904090,7109440,2723610,3843430,7273010,3797370,2885730,3371570,4825170,4117870,3383150,11157800,8423360,2178860,2391850,7934350,3472450,2507750,1465770,7152990,13422800,6740130
"HEPH",12909.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10694.3,NA,7817.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4461.69
"HEPHL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERC1",139395,181960,205372,161934,138177,220583,157289,196553,178949,188425,173914,231115,180018,220362,117951,151748,148553,114356,196309,161938,177213,134181,177591,104757,119990,94216.2,240479,208519,115530,151952,221316,193265,111467,117031,196087
"HERC2",NA,NA,7452.13,NA,6116,6152.54,NA,5605.16,6762.71,NA,NA,NA,9371.13,10514,4040.97,4954.47,5335.07,NA,9400.45,7858.53,5908.2,4997.19,7008.15,NA,8292.83,NA,NA,NA,NA,5355.39,9746.86,10105.3,NA,NA,7708.31
"HERC4",164852,191543,171696,167274,192147,187058,181994,188667,217274,208894,180997,166461,154835,201075,274523,221099,239764,181489,187425,217496,215082,205856,214715,121197,227839,111577,135770,186693,145836,158577,206356,228906,184846,270440,228691
"HERPUD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEXA",129617,131800,103504,105880,86257.9,53608.1,70175.1,79514.9,83961.2,76739.6,86372.2,120326,117807,71456.7,172549,113350,92166.6,130198,116413,94793.9,62696.6,121629,101298,74010.3,100935,97320.6,66034.1,87299.3,139502,62274.8,85610.1,52568,106151,170493,90464.1
"HEXB",874610,485303,685788,867167,505274,497413,576167,702622,575513,464120,674247,723506,978442,352296,885906,757802,752853,738040,765258,823326,537368,621619,656359,618010,685342,866133,445473,159270,678272,371877,521039,490032,778699,1186380,526742
"HEXD",NA,NA,NA,7935.33,NA,NA,NA,NA,NA,NA,11600.6,6202.91,NA,NA,6632.36,NA,NA,NA,NA,NA,NA,NA,7102.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12899.4,NA
"HEXIM1",76014,18110.6,23253.2,19207.6,NA,28206.3,28031.1,13977.3,20551.6,NA,26472.8,24183.7,21434.8,28424.4,16223.8,28229.4,12916.1,13399.5,16655.6,15936.3,13713.5,NA,14629.6,33343.6,13780.8,NA,NA,20231.7,22189.3,19942.8,NA,NA,NA,16397,20694.4
"HFE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92003.3,NA
"HGF",NA,66725,22177.8,24980.7,45560,NA,NA,22634.3,25385.2,29097.7,NA,28424.6,83831.3,25503,51816.9,32024.5,NA,55283.4,29194.1,49573.6,NA,53113.2,40847.1,32013,71733.6,29907.7,NA,52091,NA,NA,39987.7,20012.5,50828.7,96455.1,44389
"HGFAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12736.5,NA,NA,NA,41042.1,NA,NA,NA,NA,NA,NA,NA
"HGH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30009.1,NA,NA,NA,NA,NA,NA,NA,NA,18927.7,NA
"HGS",409555,355048,691273,1000720,325331,660683,708033,672757,709735,595670,824474,824326,490211,690771,804576,668225,563792,602375,684771,580929,475112,673596,650730,893086,560056,674812,806864,336500,664675,580118,454217,630769,548648,712195,613156
"HHATL",NA,35223.9,9331.11,65516.6,38049,NA,NA,NA,NA,NA,43116.9,12417.6,53379.8,NA,NA,NA,18504.6,37999.1,65176.6,NA,NA,94460.2,36157.5,13968.1,19324.6,NA,NA,NA,NA,NA,NA,NA,36698.1,8676.67,14425.4
"HHIP",NA,1549.55,3385.87,4400.57,NA,NA,NA,3203.78,NA,NA,3750.14,4708.38,4037.67,NA,4499.26,NA,NA,NA,NA,1689.75,NA,4491.64,NA,NA,NA,NA,NA,NA,1536,NA,NA,NA,1527.86,NA,NA
"HIBADH",1090510,981732,966735,1359050,1082390,987466,1090840,873016,1020210,802321,1491630,954008,1079230,573167,1035390,971031,1234080,949478,1153190,776730,795380,1279900,1228620,1348950,1061830,1183390,1049750,377222,1145780,765741,735089,744218,904306,1034190,788411
"HIBCH",160279,549469,417833,530258,474206,414309,558916,676878,700276,513414,733145,768328,354526,553880,660890,493697,717189,674626,694228,702609,719937,772322,711389,517996,830119,576465,405212,476611,659235,643452,716996,866858,687995,710181,548537
"HID1",167709,202049,181112,171630,181525,191958,162458,169760,185940,161525,160646,202681,142473,182847,122435,159257,181134,125690,201109,161161,240665,105972,203079,73512.5,130814,122367,203399,252383,135728,141617,220042,239781,142940,107863,175159
"HIF1AN",53665.7,64279.5,47637.6,62855.7,44121.1,44641.2,41812.6,48658.6,42090.6,58159.5,44081.2,58880.7,52247,42351.6,53785.7,43563.7,56727.9,39631.8,33141.4,52058.8,43092.2,46303.7,54636.1,39811,48946.8,NA,45933.5,73257.3,43199.1,42914.4,53326.4,48844.1,34515,42147.2,40125.1
"HIGD1A",677873,736262,418977,1012870,562306,318670,NA,483619,426368,566412,530956,372980,192914,131271,176215,487485,897008,508361,475637,307602,NA,383214,324599,140132,428388,NA,275564,NA,572704,456984,NA,352272,465963,444994,288657
"HIGD2A",NA,NA,155459,211415,NA,272059,143370,177160,206128,88577.6,164974,165351,NA,70224.7,136491,162952,77575.2,NA,171720,157846,146368,128932,208749,194151,NA,NA,126716,NA,127842,214760,NA,120032,NA,155470,145731
"HIKESHI",44705.1,101941,56959.3,76428.6,69631.7,38896.6,50929,56817.8,NA,NA,82860,93755.2,73098.5,56612.9,147593,61977,38173.4,102383,NA,71611.2,NA,NA,86039.3,43732.7,96544.5,63238.9,NA,48028.1,63894.6,NA,53424.4,40694.3,84771.9,161173,104098
"HINT1",11385000,6874440,1874950,1473910,7242510,898093,742778,1734270,1360630,937347,1561180,2413320,7480690,1305990,3208540,1370020,1480040,2671060,1799670,4259270,885824,926523,3013940,1409530,6731990,1410030,945795,3075900,1372060,712826,6987480,1071800,5229150,7274330,1857050
"HINT2",148166,174857,243582,127873,191280,50560.6,58525.2,50915.4,103881,NA,159022,107182,378993,48157.6,72599.3,55558.1,56544.7,58574.9,42938,90524.3,52624.1,NA,115974,67814.3,112444,NA,63521,62522,73749,NA,212285,32548.6,81965.5,212897,51756.3
"HINT3",1390400,1441590,1072280,1939480,991654,1048980,1167640,1111830,1092350,1078690,1470480,1628020,949555,947882,1622650,1194940,1061890,1247750,1301630,1016210,967159,1124220,1371480,1416550,1124790,1452470,1262300,708697,1607030,995218,1055030,1080170,1462280,1467830,983970
"HIP1",23876.8,106168,181929,179575,57228,103624,89343.7,286144,95921,212715,120303,200012,151269,292547,412016,136201,50503.1,318144,148398,250221,104544,175813,87336.9,125200,216830,304846,162407,154788,218403,223108,215632,342569,314272,140552,271685
"HIP1R",223087,409715,494471,506689,226601,375198,355113,502699,443823,432197,402249,476484,571764,365152,629922,316885,378121,717005,425808,487807,556269,370360,406869,365784,546690,696501,356251,323774,387260,439760,461180,451698,785467,229927,384302
"HK1",16953000,14825200,12551000,18237500,18280400,13919900,16021500,11043400,18686000,13483900,17156300,12096100,8418130,12076500,7312670,15964400,23475700,8124010,14343100,9630870,13864900,10188300,19714000,15101000,9112710,10334200,11176700,14125400,10489200,14525800,11923500,13963200,7270810,9618750,10004500
